lon,lat,division,booth_info,premises,opening_hours,has_bbq,address,source,state,polling_place_name,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
146.833,-41.1124,,Assisted Disabled,George Town South  Primary School,,0,48-70 Victoria St TAS 7253,,TAS,George Town South  Primary School,0,0,,,,,,,
147.223,-42.6249,,Standard,Bagdad Primary School,,0,46-48 School Rd TAS 7030,,TAS,Bagdad Primary School,0,0,,,,,,,
145.5313,-41.44422,,Assisted Disabled,Waratah Municipal Chambers,,0,12-14 Smith St TAS 7321,,TAS,Waratah Municipal Chambers,0,0,,,,,,,
147.154,-41.459,,Assisted Disabled,St Mark's Church Hall,,0,6 Hobart Rd TAS 7249,,TAS,St Mark's Church Hall,0,0,,,,,,,
145.782,-41.0922,,Standard,Elliott Community Centre,,0,829 Murchison Hwy TAS 7325,,TAS,Elliott Community Centre,0,0,,,,,,,
147.283,-42.8358,,Assisted Disabled,Cosgrove High School,,0,286 Main Rd TAS 7010,,TAS,Cosgrove High School,0,0,,,,,,,
147.318,-42.6903,,Assisted Disabled,Tea Tree Community Hall,,0,Briar Banks Rd TAS 7017,,TAS,Tea Tree Community Hall,0,0,,,,,,,
147.349,-42.8383,,Standard,Geilston Bay High School,,0,271 East Derwent Hwy TAS 7015,,TAS,Geilston Bay High School,0,0,,,,,,,
146.563,-41.4618,,Assisted Disabled,Elizabeth Town Fire Station,,0,5816 Bass Hwy TAS 7304,,TAS,Elizabeth Town Fire Station,0,0,,,,,,,
147.082,-41.3368,,Assisted Disabled,Dilston War Memorial Hall,,0,308 John Lees Dr TAS 7252,,TAS,Dilston War Memorial Hall,0,0,,,,,,,
147.624,-42.8485,,Assisted Disabled,Dodges Ferry Community Recreation Centre,,0,532 Old Forcett Rd TAS 7173,,TAS,Dodges Ferry Community Recreation Centre,0,0,,,,,,,
148.249,-41.3222,,Assisted Disabled,St Helens Memorial Hall,,0,Cecilia St TAS 7216,,TAS,St Helens Memorial Hall,0,0,,,,,,,
147.2,-41.4597,,Assisted Disabled,St Leonards Primary School,,0,330 St Leonards Rd TAS 7250,,TAS,St Leonards Primary School,0,0,,,,,,,
147.179,-42.7282,,Standard,Dromedary (Millvale) Community Hall,,0,14 Millvale Rd TAS 7030,,TAS,Dromedary (Millvale) Community Hall,0,0,,,,,,,
147.812,-42.8852,,Assisted Disabled,Dunalley Primary School,,0,20-32 Bay St TAS 7177,,TAS,Dunalley Primary School,0,0,,,,,,,
147.128,-41.3873,,Assisted Disabled,Launceston North Uniting Church,,0,128 George Town Rd TAS 7248,,TAS,Launceston North Uniting Church,0,0,,,,,,,
147.304,-42.8615,,Standard,Sacred Heart College,,1,2 Cross St TAS 7008,,TAS,Sacred Heart College,0,1,,,,,,,
